NAME,UNFIPS,GP,OAT_XH_A,OAT_XH_B,WHT_XH_A,WHT_XH_B,BAR_XH_A,BAR_XH_B,RYE_XH_A,RYE_XH_B,BWT_XH_A,BWT_XH_B,EMM_XH_A,EMM_XH_B,FLX_XH_A,FLX_XH_B,HAY_XH_A,HAY_XH_T,HAY_KS_A,HAY_KR_A,HAY_KL_A,HAY_KW_A,HAY_KT_A,HAY_KM_A,HAY_KA_A,HAY_KG_A,HAY_KG_T,CRN_AH_A,CRN_GH_A,CRN_GH_B,SRG_AS_A,SRG_KK_A,BEA_XH_A,BEA_XH_B,PEA_XH_A,PEA_XH_B,PNT_XH_A,PNT_XH_B,CRN_FC_A,CRN_FC_T,SRG_FH_A,SRG_FC_T,POT_XH_A,POT_XH_B,VEG_XH_A,COT_XH_A,COT_XH_C,BET_XH_A,BET_XH_T,FRM_XX_Q,FRM_XD_Q,FRM_XE_Q,FRM_NW_Q,FRM_LW_Q,FRM_XN_Q,FRM_SA_Q,FRM_SB_Q,FRM_SC_Q,FRM_SD_Q,FRM_SE_Q,FRM_SF_Q,FRM_SG_Q,FRM_SH_Q,FRM_SI_Q,FRM_SL_Q,ARE_XX_A,FML_XX_A,IML_XX_A,WOD_XX_A,UNL_XO_A,UNL_XX_A,FRM_OF_Q,FML_OF_A,IML_OF_A,FRM_OB_Q,FRM_OP_Q,FRM_ON_Q,FRM_MX_Q,FML_MX_A,IML_MX_A,FRM_TX_Q,FML_TX_A,IML_TX_A,FRM_TT_Q,FRM_TM_Q,FRM_TH_Q,FRM_TC_Q,FRM_TB_Q,FRM_TU_Q,FRM_TN_Q,FRM_IX_Q,FML_IX_A,DRA_EX_Q,DRA_ED_A,DRA_EX_A,DRA_EG_A,DRA_KE_A,DRA_WI_A,DRA_WJ_A,DRA_WK_A,DRA_WL_A,DRA_WM_A,DRA_WS_A,DRA_QA_A,DRA_QB_A,DRA_QC_A,DRA_QD_A,DRA_QE_A,DRA_QF_A,DRA_QG_A,DRA_QH_A,DRA_QJ_A,DRA_QK_A,DRA_QI_A,DRA_QL_A,PRP_XA_V,IMP_XX_V,PRP_OF_V,PRP_MX_V,PRP_TX_V,PRP_XX_V,FRT_RX_Q,FRT_XX_V,DRA_WT_M,DRA_IE_H,DRA_JE_G,DRA_WI_M,DRA_WK_M,HRS_XX_Q,MUL_XX_Q,CTL_XX_Q,CTL_HV_Q,CTL_MX_Q,SHP_XX_Q,SWN_XX_Q,CHK_XX_Q,MLK_XX_G,BUT_XX_P,CHS_XX_P,EGG_XX_D,WOL_XX_P,HRS_XN_Q,CTL_XN_Q,CTL_MN_Q,SHP_XN_Q,SWN_XN_Q,FML_XX_V,BLD_XX_V,STK_XX_V,CRO_XX_V,CER_XX_V,OGS_XX_V,HAY_XX_V,VEG_XX_V,FRU_XX_V,OFC_XX_V
EL PASO,08041,1,6381,85163,31255,266420,910,10017,13914,106839,Not published for this unit,Not published for this unit,75,724,Not published for this unit,Not published for this unit,52223,65139,1885,65,7048,8726,8736,9477,15,3675,12684,50828,34536,494365,3694,189,11029,50142,397,3882,Not published for this unit,Not published for this unit,16292,16942,3505,4169,2454,62426,1,Not published for this unit,Not published for this unit,157,989,1571,1506,65,1344,214,13,14,32,22,49,54,227,97,652,270,154,1357440,919013,208517,52208,658288,710496,1161,609620,149175,873,288,12,33,127868,7229,377,181525,52113,236,Not available,6,135,Not available,0,1,12,1175,13,514,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,26513564,1104639,14760075,2061872,4809787,21631734,28,4525,Not available,Not available,Not available,Not published for this unit,Not published for this unit,8606,1523,43409,6094,16046,32710,11914,72819,3403998,149618,60,253159,137665,89,113,52,3,62,18271071,3360663,3777191,3205560,1651769,205550,1089794,236847,11204,10396
FREMONT,08043,1,1244,39750,1591,24610,520,10714,57,844,Not published for this unit,Not published for this unit,0,0,Not published for this unit,Not published for this unit,16305,29983,1249,8,7773,558,1026,2245,58,288,1258,6268,3547,80420,118,4,78,632,43,480,Not published for this unit,Not published for this unit,2721,3094,114,99,529,24762,371,Not published for this unit,Not published for this unit,19,186,1014,973,41,762,249,3,32,298,139,135,59,90,39,121,67,34,996480,229397,31484,11375,186538,197913,833,162652,24123,638,195,1,14,36465,1117,167,30280,6244,65,Not available,22,80,Not available,0,2,827,29884,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,8059137,416303,4737924,412500,990250,6140674,49,9799,Not available,Not available,Not available,Not published for this unit,Not published for this unit,3338,114,24554,3088,2288,130,4422,39094,517765,86792,2186,201800,40,456,605,325,0,520,4665654,1475020,1502160,1768106,216542,6905,526522,194379,821777,1981
GARFIELD,08045,0,3355,109203,8330,156487,803,16167,143,2939,Not published for this unit,Not published for this unit,5,135,Not published for this unit,Not published for this unit,39124,77764,619,0,31954,3306,193,1644,8,76,362,871,521,11944,25,2,38,343,0,0,Not published for this unit,Not published for this unit,350,570,23,31,2856,504414,52,Not published for this unit,Not published for this unit,467,3982,930,900,30,752,178,0,5,20,45,124,121,268,107,163,55,22,1988480,211875,74214,13492,124169,137661,729,163860,54575,645,84,0,24,11720,5274,177,36295,14365,82,Not available,10,77,Not available,8,0,829,73473,12,584,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,15905679,798828,7969550,911150,2390600,11271300,9,1308,Not available,Not available,Not available,Not published for this unit,Not published for this unit,7505,246,49484,5647,5300,25610,7141,38032,1021007,129640,1260,221072,193518,300,543,148,19,70,9554095,1717205,3835551,3389630,468381,11857,1421421,1187936,258123,41912
GILPIN,08047,1,77,893,105,558,64,811,5,57,Not published for this unit,Not published for this unit,0,0,Not published for this unit,Not published for this unit,1267,1235,40,0,10,0,376,730,26,0,0,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,0,0,0,0,136,9202,14,Not published for this unit,Not published for this unit,0,0,41,39,2,31,10,0,0,1,0,4,3,7,3,17,3,3,84480,14871,2801,6562,5508,12070,31,12818,2415,26,5,0,0,0,0,10,2053,386,5,Not available,0,4,Not available,1,0,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,271209,18751,167885,0,26100,193985,2,1425,Not available,Not available,Not available,Not published for this unit,Not published for this unit,149,2,892,122,191,3,64,1198,28065,2976,15,3971,0,198,48,31,4,5,148535,45450,58473,51453,3134,0,22411,25898,10,0
GRAND,08049,0,514,11318,181,2257,157,5369,57,510,Not published for this unit,Not published for this unit,0,0,Not published for this unit,Not published for this unit,29979,35590,13602,130,324,343,13135,538,0,0,0,3,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,3,2,0,0,86,6346,2,Not published for this unit,Not published for this unit,0,0,265,255,10,222,43,0,0,0,0,0,4,81,19,95,47,19,1194240,119436,32766,8428,78242,86670,210,89134,22494,197,13,0,13,12700,4728,42,17602,5544,22,Not available,1,15,Not available,4,0,237,39857,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,4735409,175390,2506940,366400,410900,3284240,3,700,Not available,Not available,Not available,Not published for this unit,Not published for this unit,2813,36,18388,2305,1249,4983,490,5667,323178,23751,465,25854,25265,219,80,50,0,46,2934090,350150,1275779,760454,23121,0,713224,24109,0,0
GUNNISON,08051,0,764,21870,175,3668,361,7367,7,142,Not published for this unit,Not published for this unit,0,0,Not published for this unit,Not published for this unit,43049,63100,10944,25,1958,2638,24651,1042,32,0,0,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,0,0,0,0,384,42254,3,Not published for this unit,Not published for this unit,3,10,376,360,16,298,77,1,0,1,2,11,10,121,47,115,61,8,2034560,121579,49351,2648,69580,72228,337,111166,44716,310,27,1,5,1976,442,34,8437,4193,15,Not available,1,18,Not available,0,0,335,48280,19,539,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,6882147,329398,3818682,44500,372000,4235182,2,60,Not available,Not available,Not available,Not published for this unit,Not published for this unit,4182,49,36942,4968,1286,5336,908,7909,475132,64324,670,45570,21700,332,246,149,18,60,3472082,763100,2317567,1350655,38416,230,1194327,117228,349,105
HINSDALE,08053,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,0,0,Not published for this unit,Not published for this unit,3393,4738,1326,31,46,0,1769,146,0,0,0,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,0,0,0,0,25,1825,6,Not published for this unit,Not published for this unit,0,0,40,40,0,38,2,0,0,0,0,0,2,23,0,11,3,1,621440,10633,3742,1074,5817,6891,39,9813,3642,38,1,0,0,0,0,1,820,100,1,Not available,0,0,Not available,0,0,29,3675,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,589359,19900,303800,0,50000,353800,0,0,Not available,Not available,Not available,Not published for this unit,Not published for this unit,309,0,3301,373,80,1237,60,651,44885,4200,0,1771,1933,32,14,11,0,0,311550,42250,215659,98113,0,0,91753,6360,0,0
HUERFANO,08055,1,2676,66829,5451,65860,1825,50205,245,2920,Not published for this unit,Not published for this unit,4,72,Not published for this unit,Not published for this unit,28148,49012,1680,29,15666,2193,1424,933,239,220,881,10098,5865,74034,675,14,1305,4671,413,4013,Not published for this unit,Not published for this unit,4233,3002,661,550,163,3783,83,Not published for this unit,Not published for this unit,0,0,954,913,41,803,142,9,2,10,11,45,64,270,72,283,127,70,960000,386354,59130,23687,303537,327224,849,334211,48372,754,95,9,9,15116,3777,96,37027,6981,57,Not available,2,36,Not available,1,0,418,29081,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,9624586,427318,5534195,551720,985448,7071363,7,1962,Not available,Not available,Not available,Not published for this unit,Not published for this unit,5119,212,24981,2819,2471,34768,5677,29464,531458,70874,14362,130031,188351,682,712,340,303,437,6188935,882428,2125905,1318462,372474,32010,878809,33869,1300,0
JACKSON,08057,0,113,1413,2,60,46,409,42,630,Not published for this unit,Not published for this unit,0,0,Not published for this unit,Not published for this unit,85174,78638,5881,0,2,3073,72312,95,0,0,0,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,0,0,0,0,42,3485,1,Not published for this unit,Not published for this unit,0,0,182,173,9,154,28,0,0,1,0,0,0,29,9,32,43,68,1044480,234214,93468,4031,136715,140746,163,175570,69742,133,30,0,7,47584,18520,12,11060,5206,8,Not available,0,1,Not available,3,0,156,136942,13,1165,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,8662671,193195,4511992,879900,289100,5680992,1,46,Not available,Not available,Not available,Not published for this unit,Not published for this unit,4593,73,44835,5487,679,939,318,4014,188825,36845,160,16684,38189,42,49,44,0,51,5266332,414660,2788484,1427691,2912,0,1411214,13565,0,0
JEFFERSON,08059,1,3265,68786,13545,269406,1313,26397,282,3702,Not published for this unit,Not published for this unit,130,1971,Not published for this unit,Not published for this unit,28874,59107,2630,62,18229,322,437,3021,75,1013,4010,4307,2044,37950,228,3,2,25,3,112,Not published for this unit,Not published for this unit,2263,4856,225,185,962,74585,1312,Not published for this unit,Not published for this unit,604,4495,1446,1378,68,1051,388,7,24,312,292,219,127,166,60,128,70,48,517120,249922,69625,71108,109189,180297,1078,189165,45931,900,178,2,27,12935,4444,341,47822,19250,126,Not available,12,199,Not available,4,5,1141,70788,160,1516,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,22492713,1046930,12948763,1116750,5220740,19286253,154,13312,Not available,Not available,Not available,Not published for this unit,Not published for this unit,4955,98,21940,2903,9580,6157,6421,82547,2654452,130399,850,481187,40283,245,492,320,30,209,15289533,3996720,2159530,2977275,718059,4035,1036149,482867,688967,47198
KIOWA,08061,1,156,3068,2172,27741,497,6459,372,4675,Not published for this unit,Not published for this unit,184,2570,Not published for this unit,Not published for this unit,24156,37073,0,0,1109,371,253,560,11,292,951,17891,14751,292631,23612,5192,70,342,48,549,Not published for this unit,Not published for this unit,3140,3269,18420,30135,95,2200,20,Not published for this unit,Not published for this unit,0,0,668,648,20,632,36,0,0,0,1,0,4,77,16,350,143,77,1150720,430985,61782,8434,360769,369203,557,355745,51601,449,108,0,5,9360,462,106,65880,9719,60,Not available,6,33,Not available,7,0,12,418,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,10364283,326083,6738550,180930,1240890,8160370,5,88,Not available,Not available,Not available,Not published for this unit,Not published for this unit,4717,604,27627,3103,6284,14334,2622,32963,899791,62431,35,142510,61437,41,321,32,0,20,7513185,647185,1877830,1118954,595363,5968,492249,23011,879,1484
KIT CARSON,08063,1,1560,20658,47947,449800,26416,373362,11748,91172,Not published for this unit,Not published for this unit,44,380,Not published for this unit,Not published for this unit,53552,57490,14,45,1908,4668,1918,3771,41,1324,2991,68451,55619,571701,27228,197,263,880,1,1,Not published for this unit,Not published for this unit,12832,12315,27031,30040,746,20784,42,Not published for this unit,Not published for this unit,0,0,1461,1415,46,1284,177,0,1,6,6,14,6,210,58,738,326,96,1381760,729849,231871,26516,471462,497978,1118,561354,174128,803,315,0,9,22752,8468,334,145743,49275,267,Not available,7,40,Not available,20,0,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not available,Not published for this unit,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,24549167,961266,15015393,1069200,4466395,20550988,1,181,Not available,Not available,Not available,Not published for this unit,Not published for this unit,15933,1214,36327,4836,8751,4328,10519,91731,1733344,116590,1396,450610,13822,300,196,90,0,24,18741950,1809038,3036913,3288479,2367235,44114,790796,82699,3523,112
